Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
1455	0.02502	-0.00244	0.00714	-0.00533	0.02212	-0.0124	-0.01653	0.00131	-0.00026	-0.03091
1459	0.01719	0.00325	0.0044	-0.01964	0.02233	-0.00659	-0.01228	0.01425	-0.00062	-0.0312
1462	0.0079	0.0098	0.00072	-0.02911	0.02356	0.00039	-0.00678	0.02766	-0.00947	-0.0178
1465	0.00378	0.01242	-0.00048	-0.03113	0.02369	0.00325	-0.00358	0.03165	-0.01304	-0.01017
1468	0.00047	0.01384	-0.00133	-0.03086	0.02389	0.00482	-7e-04	0.03285	-0.01453	-0.00406
1469	-0.00094	0.01456	-0.00187	-0.02994	0.02379	0.00543	0.00051	0.03242	-0.01517	-0.00162
1472	-0.00595	0.0162	-0.00339	-0.02417	0.0236	0.00687	0.00516	0.02776	-0.01522	0.00537
1474	-0.01298	0.01907	-0.00557	-0.01164	0.02273	0.00985	0.0117	0.01506	-0.01515	0.00978
1476	-0.01501	0.0217	-0.0077	-0.00524	0.02136	0.01122	0.0132	0.00838	-0.01728	0.00832
1478	-0.01883	0.02323	-0.00792	0.00483	0.02122	0.01466	0.01623	-0.00369	-0.01629	0.00189
1480	-0.02204	0.02378	-0.00721	0.0128	0.02155	0.01786	0.01872	-0.01388	-0.01434	-0.00426
1490	0.03707	-0.00802	0.01364	0.02851	0.02083	-0.01889	-0.01485	-0.01017	-0.02829	0.01492
1491	0.03707	-0.00779	0.01379	0.02814	0.02063	-0.01877	-0.0146	-0.00992	-0.02803	0.01406
1494	0.03581	-0.00758	0.01276	0.02454	0.02098	-0.01812	-0.01563	-0.00963	-0.02437	0.00826
1495	0.035	-0.00689	0.01251	0.02145	0.02072	-0.01747	-0.01548	-0.00864	-0.02151	0.00296
1498	0.0327	-0.00573	0.01139	0.01435	0.0209	-0.01629	-0.01569	-0.00632	-0.01498	-0.00812
1501	0.02879	-0.00322	0.00955	0.00241	0.02078	-0.01358	-0.01598	-0.00204	-0.00603	-0.02407
1502	0.02675	-0.0026	0.00823	-0.00235	0.0214	-0.0127	-0.01653	-0.00027	-0.00256	-0.02908
1503	0.02645	-0.00185	0.00832	-0.00379	0.02088	-0.01197	-0.01617	0.00053	-0.0023	-0.03051
1508	0.01846	0.00403	0.00527	-0.01894	0.02093	-0.00577	-0.01245	0.01324	-0.0022	-0.03182
1509	0.01292	0.00708	0.00278	-0.02521	0.02234	-0.00249	-0.00976	0.02122	-0.00549	-0.02561
1511	0.0078	0.01067	0.00065	-0.02955	0.02288	0.00127	-0.00672	0.0279	-0.01078	-0.01706
1513	0.0057	0.01268	-0.00029	-0.03127	0.02258	0.00329	-0.00544	0.03042	-0.01377	-0.01302
1516	0.00234	0.01421	-0.00135	-0.03128	0.02286	0.00482	-0.00268	0.03206	-0.01556	-0.00682
1517	0.00114	0.01455	-0.00168	-0.03098	0.0231	0.00516	-0.00161	0.03243	-0.01584	-0.00475
1518	7e-05	0.0151	-0.00211	-0.03023	0.02294	0.00558	-7e-04	0.03198	-0.01625	-0.00286
1521	-0.00565	0.01784	-0.00475	-0.0231	0.022	0.00716	0.00428	0.02621	-0.01745	0.00545
1525	-0.01434	0.02301	-0.0091	-0.00483	0.01992	0.01071	0.01211	0.00808	-0.01897	0.00798
1532	-0.02284	0.02553	-0.00915	0.0174	0.02047	0.01747	0.01962	-0.01801	-0.0141	-0.0084
1533	-0.02356	0.02574	-0.00916	0.01947	0.02057	0.01805	0.02032	-0.02047	-0.01339	-0.0105
1534	-0.02407	0.02574	-0.00894	0.02072	0.02082	0.01868	0.02084	-0.0222	-0.01294	-0.01184
1536	-0.02491	0.02553	-0.00829	0.02249	0.02134	0.01988	0.02163	-0.0249	-0.01215	-0.0138
1539	0.03771	-0.00733	0.01474	0.02903	0.02001	-0.01894	-0.01338	-0.00939	-0.02929	0.01483
1540	0.03762	-0.00719	0.01475	0.02856	0.01976	-0.0187	-0.01313	-0.00913	-0.0286	0.01402
1543	0.03712	-0.00627	0.01486	0.02571	0.0189	-0.01774	-0.01244	-0.00803	-0.02584	0.00879
1544	0.03701	-0.00558	0.0152	0.02427	0.01818	-0.01716	-0.0117	-0.00723	-0.02461	0.00595
1546	0.0357	-0.00479	0.0145	0.01982	0.01828	-0.01632	-0.01231	-0.00628	-0.02094	-0.00136
1547	0.03506	-0.00468	0.01403	0.01815	0.0186	-0.01613	-0.01277	-0.00597	-0.01944	-0.00387
1548	0.03402	-0.00386	0.01354	0.0145	0.01841	-0.01519	-0.01303	-0.00498	-0.01668	-0.0093
1553	0.02759	0.00032	0.00993	-0.00447	0.01787	-0.00975	-0.01454	0.00102	-0.00426	-0.03131
1555	0.025	0.00224	0.0087	-0.01006	0.01799	-0.00767	-0.01418	0.00468	-0.00368	-0.03338
1557	0.02094	0.00449	0.00665	-0.01678	0.01876	-0.00522	-0.01314	0.01026	-0.0037	-0.03274
1559	0.01544	0.0081	0.00401	-0.02429	0.01962	-0.00136	-0.01097	0.01829	-0.00695	-0.02784
1562	0.007	0.01222	0.00025	-0.03068	0.02213	0.00284	-0.00626	0.02906	-0.01308	-0.01507
1563	0.00555	0.01324	-0.00049	-0.03145	0.02215	0.00378	-0.00543	0.03044	-0.01459	-0.01235
1564	0.00473	0.0137	-0.00083	-0.03149	0.02213	0.00419	-0.00483	0.03082	-0.01513	-0.01074
1567	0.00225	0.01537	-0.00198	-0.03126	0.02187	0.00557	-0.00299	0.03163	-0.01726	-0.00591
1568	0.00117	0.01592	-0.00252	-0.03051	0.02181	0.00588	-0.00212	0.03138	-0.01778	-0.00408
1569	0.00049	0.01613	-0.00281	-0.02991	0.02184	0.00593	-0.00153	0.03113	-0.01783	-0.00304
1571	-0.00445	0.01937	-0.006	-0.02307	0.01997	0.00715	0.00238	0.02527	-0.01975	0.00481
1573	-0.01055	0.02366	-0.01015	-0.01036	0.01747	0.00864	0.0076	0.0133	-0.02116	0.00884
1574	-0.01174	0.02365	-0.01007	-0.00845	0.01807	0.00916	0.00897	0.01167	-0.02068	0.00866
1575	-0.01365	0.02467	-0.01091	-0.00388	0.01788	0.0099	0.0108	0.00728	-0.02053	0.00749
1576	-0.01446	0.02487	-0.01107	-0.00205	0.01814	0.0102	0.01173	0.00562	-0.02017	0.00649
1577	-0.0157	0.02547	-0.0115	0.00124	0.01809	0.01075	0.01291	0.00233	-0.01972	0.00465
1578	-0.01685	0.02609	-0.01202	0.0046	0.01805	0.01116	0.01414	-0.00096	-0.01911	0.00227
1579	-0.01837	0.02695	-0.01261	0.00924	0.01769	0.01189	0.01544	-0.00591	-0.01812	-0.00114
1581	-0.0206	0.02742	-0.01254	0.01509	0.01811	0.01349	0.01769	-0.01261	-0.0162	-0.00612
1583	-0.02242	0.02759	-0.01219	0.01978	0.01855	0.01489	0.01948	-0.01816	-0.01406	-0.0107
1585	-0.0233	0.02793	-0.01236	0.02255	0.01855	0.01533	0.02037	-0.02114	-0.01281	-0.01372
1587	-0.02393	0.02767	-0.01176	0.02373	0.01901	0.01621	0.02096	-0.02297	-0.01203	-0.01516
1588	-0.02409	0.02766	-0.01169	0.02411	0.01917	0.01646	0.0212	-0.02356	-0.01197	-0.01565
1589	0.03843	-0.00625	0.01621	0.02908	0.01804	-0.01826	-0.01044	-0.00763	-0.02876	0.01402
1591	0.03812	-0.00598	0.01606	0.0278	0.01793	-0.01791	-0.01057	-0.00741	-0.02762	0.01172
1593	0.03778	-0.00504	0.0163	0.02535	0.01711	-0.01706	-0.00998	-0.00649	-0.02564	0.00709
1594	0.03747	-0.00467	0.01625	0.02392	0.01685	-0.01664	-0.00985	-0.00605	-0.02434	0.00456
1596	0.03646	-0.00374	0.01582	0.01994	0.01643	-0.01553	-0.01004	-0.00512	-0.02104	-0.00185
1598	0.03436	-0.00251	0.01446	0.01317	0.0163	-0.01368	-0.01132	-0.00401	-0.01588	-0.01123
1603	0.02842	0.00243	0.01126	-0.0057	0.01497	-0.00747	-0.01309	0.00151	-0.0055	-0.03257
1604	0.02773	0.00302	0.01087	-0.00722	0.01485	-0.00678	-0.01308	0.00232	-0.00546	-0.03274
1605	0.02624	0.0039	0.01002	-0.01024	0.01514	-0.00578	-0.01319	0.0041	-0.00507	-0.03385
1606	0.02442	0.00506	0.00899	-0.01341	0.01523	-0.00445	-0.01295	0.00625	-0.00515	-0.0333
1608	0.02124	0.00762	0.00718	-0.01932	0.01484	-0.00151	-0.01259	0.00998	-0.00601	-0.03199
1610	0.01387	0.01104	0.0031	-0.02702	0.01742	0.00186	-0.01026	0.01965	-0.01014	-0.02357
1613	0.00613	0.01417	-0.00058	-0.03159	0.0206	0.00463	-0.00605	0.02924	-0.01558	-0.01211
1615	0.00419	0.01504	-0.00142	-0.0317	0.02099	0.00532	-0.00468	0.03053	-0.01682	-0.00876
1616	0.00341	0.01526	-0.00172	-0.03156	0.02123	0.00545	-0.00408	0.03093	-0.0171	-0.00752
1618	0.00194	0.01625	-0.00261	-0.03075	0.02096	0.00599	-0.00303	0.03074	-0.01819	-0.00477
1620	-0.00071	0.01784	-0.00431	-0.02776	0.0203	0.00646	-0.00099	0.02874	-0.0193	-0.00037
1621	-0.0042	0.021	-0.00749	-0.02181	0.01794	0.00707	0.0014	0.02344	-0.02138	0.00524
1624	-0.01075	0.02544	-0.01202	-0.00796	0.01557	0.00815	0.00716	0.01114	-0.02236	0.00862
1626	-0.01395	0.02658	-0.01311	-0.00072	0.01605	0.00896	0.01064	0.00497	-0.0213	0.00598
1628	-0.01774	0.02803	-0.01419	0.00945	0.01624	0.01036	0.01458	-0.00502	-0.01865	-0.00096
1629	-0.01918	0.02833	-0.01422	0.01318	0.01656	0.0112	0.01613	-0.00908	-0.01731	-0.00413
1630	-0.01995	0.02894	-0.01485	0.01599	0.01623	0.01115	0.01691	-0.01163	-0.01634	-0.00667
1635	-0.02238	0.02973	-0.01532	0.02339	0.01651	0.0121	0.0197	-0.01921	-0.01274	-0.01458
1638	0.0393	-0.00495	0.018	0.02916	0.01559	-0.01741	-0.00675	-0.00538	-0.02795	0.01307
1639	0.0392	-0.0048	0.01799	0.02865	0.01547	-0.01724	-0.00672	-0.00525	-0.02751	0.01212
1640	0.0391	-0.00442	0.01811	0.02771	0.01506	-0.01684	-0.00641	-0.00488	-0.02665	0.01036
1641	0.03863	-0.00472	0.0174	0.02699	0.01606	-0.01709	-0.00804	-0.00572	-0.02676	0.00933
1643	0.03782	-0.00392	0.01707	0.02357	0.01578	-0.0162	-0.00841	-0.00511	-0.0241	0.00332
1644	0.03741	-0.00318	0.01706	0.02133	0.015	-0.01523	-0.00806	-0.00445	-0.02211	-0.00016
1645	0.03688	-0.00257	0.01682	0.01907	0.01452	-0.01434	-0.0082	-0.00411	-0.02033	-0.00341
1646	0.03664	-0.00187	0.01693	0.01736	0.01378	-0.01353	-0.0078	-0.00354	-0.01905	-0.00604
1648	0.03481	2e-04	0.01606	0.01001	0.01246	-0.01072	-0.00842	-0.00217	-0.01428	-0.01574
1650	0.03168	0.00224	0.01401	0.00053	0.01243	-0.00793	-0.01034	-0.00018	-0.00884	-0.02681
1652	0.02941	0.00398	0.01251	-0.00586	0.01211	-0.00562	-0.01151	0.00136	-0.00636	-0.03206
1656	0.02358	0.00789	0.00875	-0.01717	0.01225	-0.00098	-0.01238	0.007	-0.00618	-0.03244
1661	0.00795	0.01411	9e-05	-0.03115	0.01911	0.00468	-0.00727	0.02696	-0.01505	-0.01426
1662	0.00645	0.01486	-0.00075	-0.03176	0.01949	0.00522	-0.00652	0.02842	-0.01625	-0.01175
1663	0.00541	0.01531	-0.00123	-0.0319	0.01977	0.00555	-0.00584	0.02925	-0.01695	-0.01002
1665	0.00395	0.01576	-0.00183	-0.0317	0.02026	0.00582	-0.00473	0.03011	-0.01761	-0.0077
1666	0.0031	0.01621	-0.00233	-0.03136	0.0203	0.00601	-0.00415	0.03029	-0.01818	-0.00622
1669	-0.00183	0.02163	-0.00764	-0.02386	0.01559	0.00708	-0.00154	0.02303	-0.02224	0.00426
1671	-0.0065	0.02608	-0.01247	-0.01388	0.01193	0.00707	0.00162	0.01416	-0.02406	0.00981
1672	-0.00845	0.0262	-0.01267	-0.01071	0.0131	0.00751	0.004	0.01221	-0.02359	0.00933
1674	-0.01184	0.02718	-0.01397	-0.00393	0.01404	0.00762	0.00781	0.00789	-0.02265	0.0079
1675	-0.0133	0.02752	-0.01434	-0.00068	0.0145	0.00784	0.00952	0.00539	-0.02178	0.00628
1677	-0.0159	0.02878	-0.01558	0.00651	0.01444	0.00823	0.0123	-0.00099	-0.02003	0.00169
1680	-0.01949	0.02983	-0.01629	0.01641	0.01495	0.00945	0.01629	-0.01062	-0.01607	-0.00689
1681	-0.02048	0.02983	-0.01599	0.01879	0.01543	0.01036	0.01742	-0.01358	-0.01508	-0.0093
1682	-0.02105	0.03006	-0.01618	0.02057	0.01546	0.01049	0.01809	-0.0153	-0.01424	-0.01116
1683	-0.02165	0.02976	-0.01557	0.02158	0.01608	0.01142	0.01879	-0.01699	-0.01368	-0.0124
1684	-0.02218	0.0299	-0.01563	0.02317	0.0162	0.01167	0.01943	-0.01866	-0.01284	-0.01425
1691	0.04017	-0.00241	0.02054	0.02705	0.0106	-0.0147	-0.00038	-0.00122	-0.02338	0.00852
1692	0.03957	-0.00233	0.01992	0.02535	0.01133	-0.01463	-0.00192	-0.00179	-0.0229	0.00561
1693	0.03901	-0.0021	0.01938	0.0235	0.01161	-0.01422	-0.00307	-0.00222	-0.02194	0.0028
1694	0.03832	-0.00176	0.01881	0.02123	0.01185	-0.0137	-0.00416	-0.00242	-0.02066	-6e-04
1695	0.03758	-0.00147	0.01815	0.01894	0.01225	-0.01326	-0.0054	-0.00262	-0.01947	-0.00401
1700	0.03274	0.00393	0.01557	2e-04	0.00911	-0.00588	-0.00788	0.00028	-0.00884	-0.02686
1701	0.03128	0.00487	0.01444	-0.00378	0.00924	-0.0046	-0.00924	0.00076	-0.00753	-0.03026
1702	0.03027	0.0052	0.01365	-0.00591	0.0097	-0.00414	-0.00991	0.00141	-0.00672	-0.03179
1703	0.02924	0.00563	0.01278	-0.00803	0.01011	-0.00358	-0.01083	0.00183	-0.0064	-0.0328
1704	0.02743	0.0064	0.01141	-0.01132	0.0107	-0.00263	-0.01166	0.00316	-0.00601	-0.0333
1708	0.02087	0.01154	0.00675	-0.02287	0.00938	0.00328	-0.01253	0.0082	-0.00765	-0.0282
1709	0.01932	0.01273	0.00589	-0.02492	0.00927	0.00459	-0.01202	0.01004	-0.00878	-0.02613
1714	0.00509	0.01591	-0.00164	-0.0319	0.01925	0.00592	-0.00581	0.02903	-0.01764	-0.00897
1715	0.00459	0.01623	-0.00195	-0.03189	0.01921	0.00612	-0.00553	0.02923	-0.01805	-0.00797
1716	0.00344	0.01693	-0.00271	-0.03124	0.01909	0.00636	-0.00477	0.02919	-0.01881	-0.00586
1719	-0.00143	0.02372	-0.00948	-0.02255	0.01195	0.00701	-0.00314	0.01967	-0.02329	0.00641
1720	-0.00412	0.02679	-0.01293	-0.01656	0.00895	0.00654	-0.00175	0.01433	-0.02443	0.01066
1721	-0.00578	0.02722	-0.01362	-0.01386	0.00956	0.00647	4e-05	0.01318	-0.02443	0.01098
1723	-0.00865	0.03018	-0.01767	-0.00556	0.00721	0.00386	0.00213	0.009	-0.02334	0.01035
1724	-0.00974	0.03059	-0.0183	-0.00314	0.0074	0.00352	0.00334	0.00783	-0.02279	0.00962
1726	-0.01225	0.03259	-0.02124	0.00465	0.00612	0.00107	0.00567	0.00417	-0.0199	0.00579
1728	-0.01437	0.03399	-0.02319	0.01132	0.00543	-0.00041	0.00787	0.00026	-0.01685	0.00114
1730	-0.01735	0.03369	-0.02245	0.01779	0.00805	0.00149	0.01222	-0.00588	-0.01395	-0.00606
1732	-0.01856	0.03346	-0.02186	0.02033	0.00915	0.00277	0.0139	-0.00906	-0.01287	-0.00904
1733	-0.02041	0.032	-0.01933	0.02249	0.01244	0.00642	0.0169	-0.01361	-0.01194	-0.01285
1734	-0.02103	0.03179	-0.01886	0.02373	0.01304	0.00723	0.01771	-0.01538	-0.01129	-0.01443
1735	-0.02151	0.03146	-0.01824	0.02435	0.01378	0.00821	0.0184	-0.01674	-0.01113	-0.01536
1736	-0.02181	0.0313	-0.01795	0.02486	0.01412	0.00861	0.0188	-0.01749	-0.01071	-0.01613
1737	-0.02206	0.03138	-0.018	0.02565	0.01429	0.00875	0.01924	-0.01832	-0.01035	-0.01722
1739	0.04153	-0.00128	0.02278	0.02867	0.00703	-0.01351	0.00518	0.00181	-0.02194	0.01081
1743	0.04011	-0.00037	0.02159	0.02336	0.0074	-0.01219	0.00239	0.00077	-0.01917	0.00238
1747	0.03666	0.00195	0.01872	0.01133	0.00784	-0.00869	-0.00332	-0.00062	-0.01355	-0.01398
1748	0.03563	0.00306	0.01808	0.00737	0.00732	-0.00716	-0.00423	-0.00031	-0.01163	-0.01877
1749	0.03462	0.00376	0.01732	0.00417	0.00736	-0.00617	-0.0053	-7e-05	-0.01017	-0.0225
1751	0.03214	0.00531	0.01536	-0.00282	0.00759	-0.00397	-0.00785	5e-04	-0.00754	-0.02905
1753	0.02981	0.00626	0.01342	-0.00792	0.00853	-0.00268	-0.00998	0.00141	-0.0063	-0.03227
1754	0.02839	0.00768	0.01228	-0.01154	0.00765	-0.00079	-0.01083	0.00164	-0.00578	-0.03244
1755	0.0264	0.00906	0.01073	-0.0154	0.00748	0.00089	-0.01169	0.00276	-0.00581	-0.03187
1757	0.02346	0.01127	0.00858	-0.02061	0.00704	0.00343	-0.01231	0.00491	-0.00653	-0.02981
1758	0.02138	0.0131	0.00699	-0.02385	0.0062	0.00542	-0.01246	0.00615	-0.00748	-0.02668
1760	0.01419	0.0156	0.00237	-0.02942	0.01016	0.0069	-0.01106	0.01523	-0.01257	-0.01788
1761	0.01277	0.01619	0.00138	-0.03036	0.01079	0.00721	-0.01079	0.01683	-0.01373	-0.0159
1762	0.0079	0.01629	-0.00068	-0.03186	0.01589	0.0067	-0.00788	0.02473	-0.01655	-0.0112
1764	0.0057	0.01649	-0.00174	-0.03198	0.01781	0.0064	-0.00655	0.02759	-0.01783	-0.0088
1765	0.00502	0.01699	-0.00227	-0.0319	0.01765	0.00661	-0.00626	0.02773	-0.01841	-0.00734
1766	0.0046	0.02079	-0.00502	-0.02953	0.01147	0.00806	-0.00759	0.02087	-0.02027	-0.00138
1767	0.00278	0.02003	-0.00527	-0.02882	0.01457	0.00707	-0.00564	0.02424	-0.02064	-0.00124
1770	-0.00268	0.02837	-0.0143	-0.01694	0.00493	0.00598	-0.00449	0.01208	-0.02433	0.01246
1772	-0.00667	0.03043	-0.01771	-0.00851	0.0052	0.00358	-0.00062	0.00987	-0.02375	0.01174
1775	-0.01081	0.03387	-0.02299	0.00367	0.00299	-0.0011	0.00304	0.00546	-0.01975	0.00755
1776	-0.01177	0.03558	-0.02556	0.00819	0.00088	-0.00384	0.00342	0.00402	-0.01718	0.00544
1778	-0.01296	0.03661	-0.02716	0.01234	9e-05	-0.00552	0.00454	0.00244	-0.01484	0.00257
1779	-0.01374	0.03675	-0.0274	0.01437	0.00046	-0.00572	0.00562	0.00134	-0.01364	0.00042
1782	-0.01777	0.03477	-0.02405	0.02076	0.00662	-0.00035	0.01238	-0.00696	-0.01148	-0.00889
1783	-0.01954	0.03382	-0.02245	0.02377	0.00895	0.00174	0.01507	-0.01074	-0.00879	-0.01378
1788	0.0428	0.00031	0.02523	0.02925	0.00263	-0.01166	0.01165	0.0056	-0.0189	0.01139
1796	0.03878	0.00243	0.02134	0.01545	0.00433	-0.00819	0.00241	0.00135	-0.01337	-0.00836
1797	0.03757	0.00313	0.02025	0.0115	0.00472	-0.00713	0.00017	0.00072	-0.01189	-0.01348
1799	0.03497	0.00475	0.01805	0.00335	0.00524	-0.00476	-0.00369	0.00032	-0.00882	-0.02303
1800	0.03366	0.00523	0.0168	7e-05	0.00599	-0.00404	-0.00575	1e-04	-0.00805	-0.02613
1801	0.03238	0.00612	0.01576	-0.00358	0.00598	-0.00278	-0.00716	0.00022	-0.00688	-0.02916
1802	0.03174	0.00643	0.0152	-0.00512	0.00618	-0.00235	-0.0079	3e-04	-0.00652	-0.03026
1803	0.03058	0.00762	0.01424	-0.00853	0.00536	-0.00063	-0.00892	1e-04	-0.00559	-0.03135
1804	0.0287	0.00892	0.01268	-0.01251	0.00519	0.00102	-0.01016	0.00076	-0.00531	-0.0315
1806	0.02586	0.01102	0.01037	-0.01807	0.0047	0.00356	-0.01155	0.002	-0.00541	-0.03029
1807	0.02403	0.01258	0.00886	-0.02129	0.00392	0.00534	-0.01212	0.00268	-0.00579	-0.02812
1811	0.01609	0.01764	0.00229	-0.02948	0.00394	0.00912	-0.01308	0.00798	-0.01107	-0.01547
1813	0.00966	0.0185	-0.00123	-0.03153	0.01008	0.00844	-0.01016	0.01814	-0.01627	-0.00911
1814	0.00719	0.01833	-0.00221	-0.03168	0.01307	0.00781	-0.00845	0.02225	-0.01771	-0.00717
1816	0.00662	0.02468	-0.00712	-0.0284	0.00148	0.00988	-0.01154	0.00964	-0.01876	0.00468
1819	-0.00058	0.02821	-0.01346	-0.01944	0.00306	0.00657	-0.00678	0.01112	-0.02357	0.01214
1820	-0.00242	0.02907	-0.01493	-0.01659	0.0034	0.00579	-0.00525	0.01081	-0.02418	0.01336
1821	-0.00269	0.02927	-0.01519	-0.01605	0.00328	0.00572	-0.00504	0.01046	-0.02421	0.01356
1823	-0.00803	0.03268	-0.02085	-0.00323	0.00251	0.00095	-0.00016	0.00741	-0.02203	0.01124
1825	-0.01074	0.03519	-0.02487	0.0055	0.00064	-0.00314	0.00214	0.00495	-0.01837	0.00745
1827	-0.01233	0.0367	-0.0273	0.01109	-0.00056	-0.00584	0.00359	0.00338	-0.01528	0.00392
1829	-0.01354	0.03724	-0.02822	0.01482	-0.00056	-0.00693	0.00509	0.00186	-0.01265	0.00022
1831	-0.01583	0.03646	-0.02692	0.01897	0.00242	-0.00478	0.0088	-0.00234	-0.01081	-0.00538
1839	0.04418	0.00251	0.02815	0.02905	-0.00315	-0.00888	0.01958	0.01027	-0.01411	0.01083
1840	0.0436	0.00231	0.02729	0.02784	-0.00195	-0.00908	0.01724	0.0089	-0.01449	0.00901
1841	0.04321	0.00229	0.02677	0.02684	-0.00137	-0.00903	0.01581	0.00803	-0.01452	0.00756
1842	0.04259	0.00222	0.02593	0.02529	-0.00039	-0.00901	0.01359	0.00677	-0.01456	0.00528
1843	0.04178	0.00239	0.02496	0.02288	4e-04	-0.00861	0.01106	0.00527	-0.01405	0.00189
1845	0.04041	0.00321	0.02365	0.01806	0.00079	-0.00725	0.00798	0.00383	-0.01212	-0.00465
1848	0.03695	0.00526	0.02039	0.00671	0.00163	-0.00392	0.00115	0.00116	-0.00789	-0.01835
1850	0.03482	0.00621	0.0183	0.00087	0.00254	-0.0024	-0.00265	9e-05	-0.0063	-0.02402
1851	0.03308	0.00694	0.0166	-0.00353	0.00342	-0.00135	-0.00558	-0.00047	-0.00552	-0.02784
1853	0.03077	0.00844	0.01452	-0.00939	0.00344	0.00077	-0.00829	-0.00069	-0.00434	-0.03076
1857	0.02429	0.01367	0.009	-0.02227	0.00129	0.0071	-0.01189	0.00082	-0.00448	-0.02646
1858	0.02241	0.01485	0.0074	-0.02464	0.00138	0.00808	-0.01248	0.00198	-0.00563	-0.02404
1860	0.0196	0.01682	0.00476	-0.02747	0.00098	0.00938	-0.01336	0.00304	-0.00765	-0.0189
1863	0.01298	0.02202	-0.00183	-0.03093	-0.00117	0.01163	-0.01406	0.00458	-0.01294	-0.00406
1866	0.00732	0.02565	-0.0076	-0.02823	-0.0014	0.01032	-0.01275	0.00644	-0.0178	0.00636
1868	0.00255	0.02803	-0.01199	-0.02266	-3e-04	0.00789	-0.0099	0.00808	-0.02133	0.01168
1870	-0.00166	0.02987	-0.01569	-0.01685	0.00113	0.00531	-0.00683	0.00964	-0.02373	0.01462
1871	-0.00202	0.03023	-0.01617	-0.01598	0.00083	0.00504	-0.0066	0.00921	-0.02368	0.01489
1872	-0.00582	0.03218	-0.01966	-0.00777	0.0012	0.0021	-0.00291	0.00796	-0.02283	0.01362
1873	-0.00778	0.03432	-0.02311	-0.00133	-7e-04	-0.00151	-0.00159	0.00664	-0.0202	0.0117
1876	-0.01147	0.03748	-0.0284	0.01042	-0.00279	-0.00731	0.00175	0.00413	-0.01478	0.0058
1877	-0.01204	0.03749	-0.02848	0.01175	-0.00229	-0.0074	0.00264	0.0036	-0.01402	0.00418
1879	-0.01321	0.03783	-0.02913	0.01504	-0.00184	-0.00819	0.00428	0.00246	-0.01195	0.00057
1880	-0.01396	0.03771	-0.02897	0.01661	-0.00103	-0.00789	0.00548	0.00139	-0.01116	-0.00143
1881	-0.01475	0.03778	-0.02911	0.0187	-0.00062	-0.00806	0.0066	0.00019	-0.00951	-0.00401
1882	-0.01643	0.03741	-0.0286	0.02246	0.00108	-0.00751	0.00928	-0.00243	-0.0062	-0.00976
1885	-0.01792	0.03911	-0.03175	0.03039	-0.00183	-0.01363	0.0103	-0.00264	0.00661	-0.02082
1888	0.04491	0.00336	0.02953	0.02952	-0.0059	-0.00766	0.0236	0.01256	-0.01175	0.0118
1891	0.04407	0.00331	0.02839	0.02732	-0.00454	-0.00762	0.02035	0.01058	-0.01202	0.00849
1893	0.043	0.00405	0.02729	0.02316	-0.0044	-0.00631	0.01742	0.00863	-0.0103	0.00274
1894	0.04203	0.00415	0.02606	0.02048	-0.00317	-0.00604	0.01416	0.00678	-0.01023	-0.00094
1895	0.04107	0.00468	0.02502	0.01715	-0.003	-0.00496	0.01167	0.00511	-0.00877	-0.00485
1897	0.03875	0.0056	0.02252	0.0101	-0.00166	-0.00328	0.00594	0.00224	-0.00679	-0.01329
1899	0.03664	0.00641	0.02028	0.00417	-0.00043	-0.00188	0.00127	3e-04	-0.00542	-0.01956
1902	0.03275	0.01061	0.01663	-0.00953	-0.00397	0.00495	-0.00468	-0.00414	0.00036	-0.02688
1904	0.03096	0.01188	0.01498	-0.01367	-0.00419	0.00663	-0.00656	-0.00431	0.00074	-0.02751
1906	0.0267	0.01308	0.0109	-0.01969	-0.00082	0.00704	-0.01098	-0.00212	-0.00241	-0.02728
1907	0.0251	0.01439	0.00947	-0.02248	-0.00137	0.00845	-0.01179	-0.00173	-0.00288	-0.02542
1910	0.01915	0.01804	0.00409	-0.02851	-0.001	0.01071	-0.01365	0.0016	-0.00742	-0.01606
1911	0.01678	0.02047	0.00147	-0.03058	-0.00312	0.01232	-0.01443	0.00078	-0.00865	-0.0093
1912	0.01456	0.02158	-0.00057	-0.03146	-0.00249	0.01232	-0.01466	0.00245	-0.01089	-0.0056
1914	0.01209	0.02391	-0.00356	-0.03098	-0.00419	0.01245	-0.01483	0.00177	-0.0128	0.00102
1915	0.00981	0.0249	-0.00558	-0.03009	-0.00321	0.01169	-0.01413	0.0037	-0.01516	0.00416
1918	0.00323	0.02868	-0.01236	-0.02277	-0.00249	0.00798	-0.01108	0.006	-0.02038	0.01283
1919	0.00166	0.02957	-0.01404	-0.02056	-0.0023	0.00678	-0.01023	0.0066	-0.02138	0.01435
1920	-0.00067	0.03108	-0.01665	-0.01679	-0.00249	0.00497	-0.00888	0.00671	-0.02231	0.01661
1921	-0.00125	0.03143	-0.01734	-0.01586	-0.00249	0.00437	-0.00859	0.00697	-0.02249	0.01712
1922	-0.00571	0.03404	-0.0222	-0.0054	-0.00247	-0.00054	-0.00441	0.00662	-0.02054	0.0145
1925	-0.00999	0.03741	-0.02805	0.00731	-0.00428	-0.00709	-0.00055	0.00486	-0.01521	0.00881
1926	-0.01086	0.03775	-0.02871	0.00963	-0.00401	-0.00782	0.00057	0.00437	-0.01428	0.00697
